Feature ID,Locus Name,Gene length,Chromosome region start,Chromosome region end,0 Hour Time Point Unique gene reads,Total gene reads,RPKM,6 Hour Time Point Unique gene reads,Total gene reads,RPKM,Fold Change in RPKM  0 to 6 hours ,12 Hour Time Point Unique gene reads,Total gene reads,RPKM,Fold Change in RPKM 0 to 12 hours,21 Hour Time Point Unique gene reads,Total gene reads,RPKM,Fold Change in RPKM 0 to 21 hours
all2148,all2148,2692,2577812,2580504,15,15,0.325133877,16,16,0.376233649,1.157165328,14,14,0.293234922,-1.108782935,9,9,0.187267832,-1.736197158
all2642,all2642,3595,3160039,3163634,15,15,0.243466035,15,19,0.334554915,1.374133827,17,19,0.29800079,1.223993277,22,24,0.373945296,1.535923875
asl0449,asl0449,223,531522,531745,14,14,3.663272216,5,5,1.419311918,-2.581019838,3,3,0.758541073,-4.829365671,1,1,0.25118336,-14.58405613
asr4449,asr4449,259,5334956,5335215,14,14,3.154091522,24,24,5.865758597,1.859729991,111,111,24.16495131,7.661461674,95,96,20.76190488,6.582530892
asl7181,asl7181,268,180525,180793,14,14,3007.761744,9,9,1715.29725,-1.753493014,5,5,981.932443,-3.06310456,7,7,1501.373972,-2.003339475
asr7293,asr7293,283,299731,300014,14,16,3255.245421,18,22,3970.707728,1.219787517,24,25,4649.432769,1.428289474,50,56,11374.36677,3.494165661
asr2896,asr2896,292,3534828,3535120,14,14,2.797635973,7,7,1.517497194,-1.843585599,52,52,10.04114415,3.589153217,26,26,4.98753808,1.782768783
asr3834,asr3834,298,4634190,4634488,14,14,2.741307732,11,11,2.336625593,-1.173190836,47,66,12.48792786,4.555463698,64,83,15.60118391,5.691146501
asr4093,asr4093,346,4931376,4931722,14,14,2.361010706,14,14,2.561324744,1.084842495,29,29,4.725900883,2.00164314,6,6,0.971339119,-2.430676021
asr5183,asr5183,358,6180001,6180359,14,14,2.281870682,15,15,2.652289589,1.162331244,23,23,3.622492701,1.587510077,25,25,3.911584442,1.714200753
asl7034,asl7034,379,33266,33645,14,14,2126.860547,11,11,1482.467397,-1.434676102,22,22,3055.131232,1.436451128,20,20,3033.307383,1.426190066
asl0940,asl0940,394,1094157,1094551,14,14,2.073374884,5,5,0.803316136,-2.581019838,12,12,1.717306185,-1.207341418,18,18,2.559010167,1.234224542
all1866,all1866,433,2228945,2229378,14,14,1.886627492,8,9,1.315731648,-1.43389991,34,40,5.208765487,2.76088709,51,54,6.985565859,3.702673627
hetP (Nostoc_chromosome 3907116..3907585),alr3234,469,3907116,3907585,14,14,1.741811736,2,2,0.269941627,-6.452549596,12,12,1.44268366,-1.207341418,11,11,1.313758595,-1.325823284
alr1540,alr1540,487,1801372,1801859,14,14,1.677432657,17,17,2.209696706,1.317308743,23,23,2.662941246,1.587510077,29,29,3.335529337,1.988472874
alr4016,alr4016,487,4835390,4835877,14,14,1.677432657,6,6,0.779892955,-2.150849865,17,17,1.968260921,1.173377013,9,9,1.035164277,-1.620450681
all4651,all4651,499,5553677,5554176,14,14,1.637093595,9,9,1.141707021,-1.43389991,20,20,2.259915286,1.380443545,26,26,2.918559357,1.782768783
all0792,all0792,544,916960,917504,14,14,1.50167225,9,9,1.047264345,-1.43389991,1,1,0.103648688,-14.48809701,9,11,1.132633789,-1.325823284
alr2407,alr2407,556,2887581,2888137,14,14,1.469262058,26,26,2.960133273,2.01470749,3,5,0.507058331,-2.897619403,2,2,0.20148881,-7.292028064
all0746,all0746,580,868980,869560,14,14,1.408465007,6,7,0.763981346,-1.843585599,11,11,1.069368535,-1.317099728,24,24,2.317816105,1.645632723
all3267,all3267,586,3938199,3938785,14,14,1.394043864,1,1,0.108022716,-12.90509919,34,34,3.27147805,2.346754026,18,18,1.72056315,1.234224542
ruvC,all2297,592,2767669,2768261,14,14,1.379915041,19,19,2.031629931,1.472286243,32,32,3.047831697,2.208709672,45,45,4.257812524,3.085561356
all3643,all3643,604,4395684,4396288,14,14,1.35249951,15,15,1.572052438,1.162331244,21,21,1.960401679,1.449465722,12,12,1.112858726,-1.215338011
dnaJ (Nostoc_chromosome 3637055..3637659),alr2993,604,3637055,3637659,14,14,1.35249951,8,9,0.943231463,-1.43389991,23,23,2.147106601,1.587510077,26,29,2.689408588,1.988472874
alr3614,alr3614,607,4364872,4365479,14,14,1.345814999,6,6,0.625713129,-2.150849865,51,51,4.73744515,3.52013104,19,19,1.753317784,1.302792572
all0017,all0017,622,13599,14221,14,14,1.313359653,10,10,1.017705973,-1.290509919,0,0,0,-1.7977E+308,4,4,0.360217937,-3.646014032
alr4513,alr4513,655,5402955,5403610,14,14,1.247190388,1,4,0.386572895,-3.226274798,5,6,0.516502776,-2.414682835,17,21,1.79586515,1.439928633
all0292,all0292,700,330325,331025,14,14,1.167013863,24,24,2.170330681,1.859729991,22,22,1.772096429,1.518487899,32,32,2.560634935,2.194176964
all1995,all1995,766,2388466,2389232,14,14,1.066461755,10,11,0.909026667,-1.173190836,7,7,0.515266586,-2.069728145,15,16,1.170002908,1.097088482
all3348,all3348,772,4050502,4051274,14,14,1.058173192,24,24,1.96791642,1.859729991,9,9,0.657336758,-1.609788557,24,24,1.741364431,1.645632723
alr3090,alr3090,793,3738222,3739015,14,14,1.030150951,14,14,1.117551527,1.084842495,17,17,1.208755446,1.173377013,29,29,2.048427222,1.988472874
all2912,all2912,844,3553787,3554631,14,14,0.967902493,17,17,1.275026417,1.317308743,15,15,1.002101061,1.035332659,31,31,2.057382186,2.125608934
kaiB (Nostoc_chromosome 4022294..4023159),all3328,865,4022294,4023159,14,14,0.944404282,16,16,1.170891311,1.239819994,36,36,2.346654231,2.484798381,13,13,0.841827237,-1.121850471
alr3241,alr3241,880,3913222,3914102,14,14,0.928306482,13,13,0.935133011,1.007353745,81,82,5.254046232,5.659818534,37,37,2.355129432,2.537017115
all1988,all1988,883,2382859,2383742,14,14,0.925152553,23,23,1.648845034,1.782241241,88,94,6.002468087,6.488084661,60,61,3.869589175,4.182649838
alr1259,alr1259,886,1493766,1494652,14,14,0.922019982,11,11,0.785907931,-1.173190836,17,17,1.081877053,1.173377013,8,8,0.505768751,-1.823007016
alr5178,alr5178,898,6175629,6176527,14,14,0.909699002,8,8,0.563931506,-1.613137399,5,5,0.313947029,-2.897619403,37,37,2.307921938,2.537017115
alr5338,alr5338,901,6370668,6371569,14,14,0.906670038,19,19,1.334877823,1.472286243,46,46,2.878695643,3.175020153,83,83,5.159992013,5.691146501
alr2394,alr2394,904,2877509,2878413,14,20,1.290944539,8,15,1.05035362,-1.229057066,14,24,1.496943887,1.159572578,9,10,0.619622668,-2.08343659
alr7301,alr7301,907,312280,313187,14,14,888.7322463,19,19,1069.98574,1.20394612,31,31,1798.874253,2.024090226,43,43,2725.127366,3.066308641
all3836,all3836,910,4635041,4635951,14,14,0.897702972,24,24,1.669485139,1.859729991,66,66,4.089453299,4.555463698,65,66,4.06254581,4.525489988
alr5034,alr5034,922,6004483,6005405,14,14,0.886019202,6,6,0.411939121,-2.150849865,26,26,1.590029334,1.794576608,21,21,1.275804418,1.439928633
all5014,all5014,949,5986505,5987454,14,14,0.860811069,8,8,0.533625387,-1.613137399,19,19,1.128886029,1.311421368,17,17,1.003410028,1.165656512
alr5126,alr5126,964,6123326,6124290,14,15,0.90794647,13,13,0.853648392,-1.063607076,41,41,2.398112388,2.641248649,27,27,1.568853743,1.727914359
all0571,all0571,982,664867,665849,14,14,0.831883609,10,10,0.644616207,-1.290509919,19,19,1.09094994,1.311421368,37,37,2.110502954,2.537017115
all4573,all4573,994,5467594,5468588,14,14,0.821840749,16,17,1.082618004,1.317308743,21,26,1.474856183,1.794576608,25,26,1.465152031,1.782768783
alr0247,alr0247,1015,264314,265329,14,14,0.804837147,17,17,1.060219011,1.317308743,26,26,1.444341917,1.794576608,21,21,1.158908052,1.439928633
alr2987,alr2987,1024,3629936,3630960,14,14,0.797763383,15,15,0.927265305,1.162331244,27,27,1.486710872,1.863598786,47,47,2.570949993,3.222697416
alr3506,alr3506,1081,4226511,4227592,14,14,0.755698154,18,19,1.112603995,1.472286243,21,22,1.147518502,1.518487899,12,12,0.621800805,-1.215338011
alr3097,alr3097,1108,3748921,3750029,14,14,0.737283126,16,16,0.914098361,1.239819994,53,53,2.697110992,3.658175394,50,50,2.527702581,3.428401506
all1950,all1950,1261,2332545,2333806,14,16,0.740373585,11,13,0.65259084,-1.134514215,87,92,4.113726842,5.556285268,66,67,2.976154303,4.019800766
alr4229,alr4229,1282,5064742,5066024,14,17,0.773761142,19,26,1.28380195,1.659170874,44,56,2.462990357,3.18314041,49,59,2.577862296,3.331599582
alr5198,alr5198,1282,6198030,6199312,14,14,0.637215058,7,7,0.345638986,-1.843585599,47,47,2.067152621,3.244042331,12,12,0.524310975,-1.215338011
alr4973,alr4973,1300,5936687,5937987,14,14,0.62839208,7,7,0.340853216,-1.843585599,58,58,2.515633393,4.00328628,56,57,2.455993604,3.908377717
all2950,all2950,1315,3589525,3590840,14,14,0.62122411,18,18,0.866481831,1.394797493,40,48,2.058155549,3.313064508,54,67,2.853939602,4.594058019
alr1096,alr1096,1363,1284214,1285577,14,18,0.770588758,24,24,1.11462324,1.44645666,12,15,0.620523328,-1.241836887,7,9,0.369864272,-2.08343659
all0916,all0916,1381,1059867,1061248,14,14,0.591534905,20,20,0.916746003,1.549774992,365,365,14.90259488,25.1930947,137,139,5.637893265,9.530956188
alr1998,alr1998,1468,2390682,2392150,14,14,0.556478,9,9,0.38808706,-1.43389991,25,25,0.960233079,1.725554431,27,27,1.030228207,1.851336813
alr3064,alr3064,1513,3712658,3714171,14,16,0.617059544,20,22,0.920442071,1.49165843,321,333,12.40989238,20.1113369,206,216,7.996695352,12.95935769
all4895,all4895,1519,5834399,5835918,14,14,0.537794407,20,20,0.833460323,1.549774992,20,20,0.742394818,1.380443545,29,29,1.06938959,1.988472874
alr4060,alr4060,1534,4887780,4889314,14,14,0.532535661,10,10,0.412655225,-1.290509919,51,51,1.87459531,3.52013104,28,28,1.022417795,1.919904844
all0166,all0166,1588,171093,172681,14,14,0.514426766,16,16,0.63779659,1.239819994,12,12,0.426082265,-1.207341418,14,14,0.49382522,-1.041718295
all1678,all1678,1594,2000948,2002542,14,14,0.512490404,18,18,0.714820331,1.394797493,27,27,0.955076495,1.863598786,38,38,1.335337384,2.605585145
alr1552,alr1552,1753,1813705,1815458,14,14,0.466006677,13,13,0.469433571,1.007353745,110,110,3.538127498,7.592439497,67,67,2.140861709,4.594058019
alr0030,alr0030,1873,28184,30057,14,14,0.436150403,19,19,0.642138238,1.472286243,46,46,1.384786318,3.175020153,34,34,1.016803114,2.331313024
all0405,all0405,2179,473247,475426,14,14,0.374901195,7,7,0.203354374,-1.843585599,77,77,1.992490249,5.314707648,37,37,0.951130748,2.537017115
trpE (Nostoc_chromosome 484615..486923),all0414,2308,484615,486923,14,14,0.353947012,11,11,0.301696025,-1.173190836,11,11,0.268732128,-1.317099728,31,31,0.752352931,2.125608934
alr3789,alr3789,2401,4579575,4581976,14,14,0.340237278,28,28,0.738207715,2.169684989,98,98,2.301423934,6.76417337,66,66,1.539740395,4.525489988
alr4346,alr4346,2539,5206402,5208941,14,14,0.321744665,10,10,0.249315918,-1.290509919,32,33,0.73284807,2.277731849,38,39,0.860394517,2.674153175
all5104,all5104,2587,6082133,6084720,14,14,0.315774915,10,10,0.244690033,-1.290509919,10,10,0.217954721,-1.448809701,13,13,0.28147683,-1.121850471
all2158,all2158,2737,2589319,2592056,14,14,0.298469019,14,14,0.323791875,1.084842495,9,9,0.185408834,-1.609788557,23,23,0.470704951,1.577064693
alr3592,alr3592,3202,4339949,4343151,14,14,0.25512483,15,15,0.296539561,1.162331244,16,16,0.281748339,1.104354836,25,25,0.437335175,1.714200753
all2646,all2646,4567,3182356,3186923,14,15,0.191648872,20,20,0.277211787,1.44645666,17,17,0.209884622,1.095151879,25,25,0.306622998,1.599920703
asr2499,asr2499,286,2999511,2999797,13,13,2.652304234,8,8,1.770666057,-1.497913299,8,8,1.577199619,-1.681654118,8,8,1.566822076,-1.692792229
asr2795,asr2795,304,3399266,3399570,13,13,2.495259904,10,10,2.082279984,-1.198330639,27,27,5.007868199,2.006952538,9,9,1.65830593,-1.504704204
asl3523,asl3523,334,4244855,4245189,13,13,2.271134763,14,14,2.653348387,1.168291917,98,98,16.54406846,7.284494399,61,61,10.23008156,4.504392133
asl4918,asl4918,343,5865368,5865711,13,13,2.211542306,16,16,2.952830858,1.335190763,22,22,3.616523325,1.635294661,20,20,3.266115989,1.47684988
asr3961,asr3961,355,4780622,4780977,13,14,2.301154096,12,13,2.318076197,1.007353745,18,19,3.017782652,1.311421368,20,23,3.629068878,1.577064693
asr2959,asr2959,394,3600831,3601225,13,13,1.925276678,7,7,1.12464259,-1.711900913,16,16,2.289741579,1.189305208,12,12,1.706006778,-1.128528153
alr2139,alr2139,403,2568299,2568702,13,13,1.882280424,16,16,2.513203435,1.335190763,25,25,3.497821736,1.858289387,15,15,2.084884214,1.10763741
alr1892,alr1892,427,2262238,2262665,13,13,1.776484803,19,19,2.816685993,1.585539031,5,5,0.660244571,-2.690646588,17,17,2.230061163,1.255322398
all0065,all0065,451,70600,71051,13,13,1.681949027,16,16,2.245722803,1.335190763,23,23,2.875504184,1.709626236,33,33,4.098577259,2.436802301
alr0831,alr0831,463,956694,957157,13,13,1.638356395,14,14,1.914078534,1.168291917,2,2,0.243563224,-6.72661647,7,7,0.846862256,-1.93461969
all3677,all3677,478,4433586,4434064,13,13,1.586943538,10,10,1.32429522,-1.198330639,31,31,3.656760415,2.30427884,13,13,1.523390292,-1.041718295
all2701,all2701,487,3294707,3295194,13,16,1.917065894,11,12,1.55978591,-1.229057066,26,26,3.010281409,1.570254532,19,23,2.645419819,1.379931606
all1829,all1829,496,2194147,2194643,13,13,1.529352845,10,10,1.276236119,-1.198330639,22,26,2.955659367,1.932620963,4,7,0.790518598,-1.93461969
all3373,all3373,514,4082293,4082807,13,13,1.475795741,10,10,1.231543026,-1.198330639,27,27,2.961852009,2.006952538,35,35,3.814175335,2.584487289
all3766,all3766,532,4552854,4553386,13,13,1.425862803,7,7,0.832911994,-1.711900913,13,13,1.377826171,-1.034864072,17,17,1.789917512,1.255322398
all3318,all3318,550,4013699,4014249,13,17,1.803566879,16,18,2.071679286,1.148656759,19,21,2.15287748,1.193677654,20,25,2.546085873,1.411694738
alr3479,alr3479,550,4198044,4198594,13,13,1.379198202,6,6,0.690559762,-1.997217732,8,8,0.820143802,-1.681654118,14,14,1.425808089,1.033794916
all0186,all0186,607,200311,200918,13,14,1.345814999,6,6,0.625713129,-2.150849865,74,81,7.524177591,5.590796357,30,35,3.229795918,2.399881055
all0085,all0085,613,88560,89173,13,13,1.237453525,15,15,1.548971734,1.25174134,37,37,3.403329195,2.750268293,66,66,6.030859197,4.873604603
all2750,all2750,619,3348973,3349592,13,13,1.225458822,4,4,0.409055325,-2.995826598,77,77,7.013951942,5.723531313,39,39,3.529146493,2.879857265
cheW,all0928,631,1079499,1080130,13,13,1.202153742,29,41,4.113080463,3.421426329,11,12,1.072295779,-1.121102745,16,20,1.775400609,1.47684988
alr0199,alr0199,634,215339,215973,13,13,1.196465317,28,28,2.795641518,2.336583835,26,26,2.312313953,1.932620963,25,25,2.208749574,1.84606235
all2007,all2007,640,2400693,2401333,13,13,1.185248455,14,14,1.38471619,1.168291917,256,256,22.55395456,19.02888333,211,211,18.4670791,15.58076623
alr1334,alr1334,652,1584649,1585301,13,13,1.163434066,4,4,0.388351604,-2.995826598,3,3,0.259439661,-4.48441098,7,7,0.601376111,-1.93461969
alr3596,alr3596,679,4346414,4347093,13,13,1.117170856,17,17,1.58486347,1.418640185,35,35,2.906437443,2.601605142,41,41,3.38228197,3.027542253
alr4536,alr4536,682,5429338,5430020,13,13,1.112256614,13,13,1.20662324,1.084842495,31,31,2.562949381,2.30427884,25,27,2.217558664,1.993747338
all2716,all2716,688,3311035,3311723,13,13,1.102556702,11,11,1.012084923,-1.08939149,22,22,1.803005088,1.635294661,30,30,2.442466099,2.21527482
all4333,all4333,688,5187131,5187819,13,13,1.102556702,10,10,0.920077202,-1.198330639,14,14,1.147366874,1.040642057,28,28,2.279635026,2.067589832
all2000,all2000,694,2393178,2393872,13,13,1.093024511,7,7,0.638485851,-1.711900913,16,16,1.299939744,1.189305208,24,24,1.937079742,1.772219856
all2618,all2618,694,3124733,3125427,13,16,1.345260937,8,8,0.729698116,-1.843585599,19,19,1.543678446,1.147493697,12,12,0.968539871,-1.388957726
alr3589,alr3589,706,4337341,4338047,13,13,1.074446191,7,7,0.6276334,-1.711900913,28,28,2.236227789,2.081284114,15,15,1.190096796,1.10763741
alr1815,alr1815,739,2181035,2181774,13,13,1.026466862,6,6,0.513948402,-1.997217732,19,19,1.449679082,1.412299934,8,8,0.606374985,-1.692792229
all4144,all4144,745,4989023,4989768,13,13,1.018200015,22,22,1.869300474,1.835887299,18,18,1.362319403,1.337968359,21,21,1.578914998,1.550692374
all4967,all4967,754,5929365,5930119,13,13,1.006046434,19,19,1.595125887,1.585539031,21,21,1.570401345,1.560963085,18,18,1.337201599,1.329164892
all4731,all4731,769,5638394,5639163,13,13,0.986422641,2,2,0.1646328,-5.991653196,29,29,2.126348121,2.155615689,16,16,1.165438527,1.181479904
alr4454,alr4454,781,5339289,5340070,13,13,0.971266339,9,9,0.729464537,-1.331478488,9,9,0.649761815,-1.49480366,17,17,1.21925239,1.255322398
alr3700,alr3700,811,4468207,4469018,13,13,0.935337868,10,10,0.780534051,-1.198330639,83,83,5.7705864,6.169520766,24,24,1.657624341,1.772219856
all1253,all1253,817,1485929,1486746,13,13,0.928468802,14,14,1.084722596,1.168291917,13,13,0.897189135,-1.034864072,9,9,0.617044067,-1.504704204
all1471,all1471,817,1734361,1735178,13,13,0.928468802,11,11,0.85228204,-1.08939149,15,15,1.035218232,1.114973632,16,16,1.09696723,1.181479904
all0918,all0918,823,1062148,1062971,13,13,0.921699892,11,11,0.846068562,-1.08939149,1156,1156,79.19918429,85.92730127,257,257,17.49157901,18.97752095
alr3769,alr3769,823,4556362,4557185,13,13,0.921699892,21,22,1.692137124,1.835887299,13,13,0.890648266,-1.034864072,13,13,0.884788043,-1.041718295
all0621,all0621,886,719660,720546,13,13,0.856161412,14,14,1.000246457,1.168291917,13,14,0.890957573,1.040642057,18,18,1.13797969,1.329164892
alr3885,alr3885,889,4686420,4687309,13,13,0.853272228,9,9,0.640845673,-1.331478488,37,37,2.346727555,2.750268293,60,60,3.780464963,4.430549639
alr2615,alr2615,892,3121959,3122851,13,13,0.850402479,17,17,1.20641513,1.418640185,28,28,1.769929169,2.081284114,23,24,1.507100158,1.772219856
alr2628,alr2628,895,3140685,3141580,13,13,0.847551968,9,9,0.636549501,-1.331478488,21,21,1.322997334,1.560963085,35,35,2.190487287,2.584487289
all2753,all2753,922,3351332,3352254,13,13,0.822732116,13,13,0.892534761,1.084842495,10,10,0.611549744,-1.345323294,15,15,0.91128887,1.10763741
all4824,all4824,940,5743900,5744840,13,13,0.806977671,1,1,0.067341821,-11.98330639,42,42,2.519324711,3.121926171,29,29,1.728088071,2.141432326
all7171,all7171,940,169858,170798,13,17,1041.288944,14,14,760.7323026,-1.368798118,14,14,783.8745801,-1.328387182,8,11,672.6520469,-1.548035049
all0830,all0830,985,955684,956669,13,13,0.770110671,5,5,0.321326454,-2.396661278,12,12,0.686922474,-1.121102745,13,13,0.739269604,-1.041718295
all4345,all4345,1018,5204371,5205389,13,13,0.745146376,12,12,0.746184419,1.001393072,68,68,3.76637748,5.054547134,61,61,3.356431475,4.504392133
alr0587,alr0587,1036,683065,684101,13,14,0.78852288,12,13,0.794321477,1.007353745,54,60,3.265533961,4.141330635,39,41,2.216765885,2.811289235
all2916,all2916,1066,3557323,3558389,13,13,0.711593819,11,11,0.653203027,-1.08939149,29,29,1.533922801,2.155615689,32,32,1.681467593,2.362959808
alr3020,alr3020,1093,3661673,3662766,13,13,0.694015564,4,4,0.231660792,-2.995826598,31,31,1.599205378,2.30427884,74,75,3.843588006,5.538187049
all2608,all2608,1102,3114416,3115518,13,14,0.741297372,10,10,0.574422065,-1.290509919,17,19,0.972153214,1.311421368,6,6,0.304975803,-2.430676021
alr3380,alr3380,1114,4091397,4092511,13,15,0.785691559,11,13,0.738704713,-1.063607076,128,136,6.883612701,8.761215032,56,58,2.916342526,3.711816031
alr3345,alr3345,1123,4042702,4043825,13,13,0.675475522,13,13,0.73278455,1.084842495,35,35,1.757320591,2.601605142,51,51,2.543818655,3.765967193
all2165,all2165,1144,2599674,2600818,13,19,0.969111162,4,6,0.331999886,-2.919010531,11,14,0.690024833,-1.404458384,9,11,0.538595088,-1.7993316
alr1870,alr1870,1150,2232358,2233508,13,13,0.659616531,18,18,0.990803137,1.502089608,28,29,1.421879744,2.155615689,28,28,1.363816433,2.067589832
alr3273,alr3273,1207,3945874,3947081,13,13,0.628466455,14,14,0.734232279,1.168291917,30,30,1.401447052,2.229947265,29,29,1.345818382,2.141432326
alr3425,alr3425,1267,4133758,4135025,13,13,0.598704823,13,13,0.649500434,1.084842495,50,50,2.225133638,3.716578775,66,66,2.917850582,4.873604603
all2904,all2904,1273,3544522,3545795,13,13,0.595882962,4,4,0.198904357,-2.995826598,18,18,0.797272549,1.337968359,15,15,0.660022261,1.10763741
alr0776,alr0776,1291,899603,900894,13,13,0.587574757,14,14,0.686458839,1.168291917,14,14,0.611455003,1.040642057,12,12,0.520655825,-1.128528153
all3975,all3975,1312,4789623,4790935,13,13,0.578169978,11,11,0.530727459,-1.08939149,30,30,1.289288561,2.229947265,23,23,0.981950802,1.698377362
alr5319,alr5319,1450,6347095,6348545,13,13,0.523144145,5,5,0.218280385,-2.396661278,22,22,0.855494828,1.635294661,19,21,0.811235637,1.550692374
alr4864,alr4864,1600,5794925,5796525,13,13,0.474099382,13,13,0.514323156,1.084842495,55,55,1.93823047,4.088236652,53,53,1.85546008,3.913652181
comM,alr4088,1630,4925782,4927412,13,13,0.465373626,20,20,0.776703209,1.668988453,13,13,0.449695413,-1.034864072,15,15,0.515465238,1.10763741
alr3934,alr3934,1645,4750761,4752406,13,13,0.461130098,14,14,0.538734566,1.168291917,4,4,0.137106107,-3.363308235,29,29,0.987478898,2.141432326
alr4976,alr4976,1675,5939881,5941556,13,13,0.452871051,10,10,0.377918278,-1.198330639,23,23,0.774240231,1.709626236,21,21,0.702263686,1.550692374
alr4062,alr4062,1735,4890433,4892168,13,13,0.437209805,10,10,0.364849058,-1.198330639,64,64,2.07990359,4.757220832,46,46,1.485094469,3.396754723
all4080,all4080,1750,4911331,4913081,13,13,0.433462292,16,16,0.578754848,1.335190763,26,26,0.837718312,1.932620963,39,39,1.248309531,2.879857265
all2094,all2094,1816,2508305,2510121,13,13,0.417708706,23,23,0.801723659,1.919336721,48,49,1.521398366,3.642247199,39,39,1.202941453,2.879857265
alr0428,alr0428,2014,504399,506413,13,13,0.376643004,7,7,0.220014489,-1.711900913,21,21,0.587925826,1.560963085,29,29,0.806555505,2.141432326
alr3676,alr3676,2050,4431501,4433551,13,13,0.370028786,12,12,0.370544263,1.001393072,323,323,8.88405771,24.00909889,101,101,2.759708688,7.458091892
alr0290,alr0290,2071,327438,329509,13,13,0.366276683,24,24,0.733573866,2.002786144,38,38,1.034585071,2.824599869,44,44,1.190058486,3.249069735
alr3443,alr3443,2245,4151545,4153790,13,13,0.337888201,13,13,0.366555479,1.084842495,27,27,0.678125582,2.006952538,51,51,1.272475879,3.765967193
alr1586,alr1586,2587,1855745,1858332,13,13,0.293219564,17,17,0.415973056,1.418640185,53,53,1.155160023,3.939573501,41,41,0.887734618,3.027542253
all5114,all5114,2857,6105587,6108444,13,13,0.265508929,13,13,0.288035369,1.084842495,15,15,0.296035455,1.114973632,22,22,0.431328513,1.624534868
all2641,all2641,3160,3156977,3160137,13,13,0.24005032,3,3,0.060096182,-3.994435464,15,16,0.285493096,1.189305208,19,19,0.336792372,1.403007386
alr5294,alr5294,3343,6314656,6317999,13,13,0.226909665,21,21,0.397645092,1.752437876,61,61,1.028859728,4.534226105,89,89,1.491246228,6.571981965
all1068,all1068,3643,1244250,1247893,13,13,0.20822372,8,8,0.139009194,-1.497913299,11,11,0.170253569,-1.223021176,12,12,0.184509105,-1.128528153
all1974,all1974,3730,2358197,2361927,13,15,0.234654262,11,11,0.186679471,-1.256990181,48,49,0.740712985,3.156614239,48,49,0.735839295,3.135844578
alr0900,alr0900,5503,1037376,1042879,13,13,0.137844632,5,5,0.057515275,-2.396661278,14,14,0.143446922,1.040642057,22,22,0.223933411,1.624534868
alr4238,alr4238,5566,5074481,5080047,13,13,0.136284407,6,6,0.068237131,-1.997217732,24,24,0.243125633,1.783957812,18,18,0.181144449,1.329164892
psbT,asl0137,208,141545,141753,12,12,3.366386143,22,22,6.695331026,1.988877907,30,30,8.132435537,2.415776204,23,23,6.193843518,1.839908808
asl0294,asl0294,256,335199,335455,12,12,2.735188741,9,9,2.225436733,-1.229057066,20,20,4.405069249,1.610517469,24,24,5.251302113,1.919904844
asl2151,asl2151,304,2582399,2582703,12,12,2.303316835,12,12,2.498735981,1.084842495,6,6,1.1128596,-2.069728145,12,12,2.211074574,-1.041718295
csaA,asl2455,313,2950715,2951028,12,12,2.237087277,10,10,2.022406119,-1.106151359,49,49,8.827026943,3.945767799,42,42,7.516240724,3.359833476
gvpB,asl2253,316,2706131,2706447,12,14,2.585157291,4,8,1.602564849,-1.613137399,9,17,3.033364141,1.173377013,20,26,4.608737719,1.782768783
asr5109,asr5109,325,6094673,6094998,12,12,2.154487132,12,12,2.337279195,1.084842495,15,15,2.602379372,1.207888102,4,4,0.689401713,-3.125154885
asl4862,asl4862,334,5791486,5791820,12,12,2.096432089,7,7,1.326674194,-1.580216227,8,8,1.350536201,-1.552296109,23,23,3.857243867,1.839908808
asr4498,asr4498,361,5387355,5387716,12,12,1.939635229,11,11,1.928848828,-1.005592145,10,10,1.56190821,-1.241836887,19,19,2.948099432,1.519924668
all3963,all3963,418,4781956,4782374,12,18,2.512709274,6,7,1.06006981,-2.370324341,15,19,2.562949381,1.019994397,9,11,1.474049716,-1.704629937
alr2462,alr2462,421,2959731,2960152,12,12,1.663202655,11,11,1.653953508,-1.005592145,13,13,1.741101005,1.046836355,10,10,1.330496181,-1.250061954
alr4964,alr4964,433,5926286,5926719,12,12,1.617109279,17,17,2.485270891,1.536860201,14,14,1.82306792,1.127362228,27,27,3.49278293,2.159892949
all7155,all7155,436,155694,156130,12,12,1584.692295,11,11,1288.658586,-1.229722373,3,5,603.5731531,-2.625518194,9,9,1186.538014,-1.33555965
alr4650,alr4650,466,5553003,5553469,12,12,1.502592957,9,9,1.222557519,-1.229057066,11,11,1.330973713,-1.128942624,30,31,3.726245848,2.47987709
alr4922,alr4922,502,5868700,5869202,12,12,1.394837286,2,2,0.25219646,-5.530756796,2,2,0.224640982,-6.209184434,27,27,3.01269922,2.159892949
all1590,all1590,526,1862486,1863012,12,12,1.331194521,13,13,1.564481083,1.175246036,19,19,2.036716429,1.529991596,32,32,3.407689077,2.559873125
all1032,all1032,538,1204411,1204949,12,12,1.301502449,8,8,0.941283443,-1.382689199,15,15,1.572069323,1.207888102,28,28,2.915220999,2.239888984
alr2943,alr2943,604,3580693,3581297,12,12,1.159285294,9,10,1.048034959,-1.106151359,12,12,1.120229531,-1.034864072,7,7,0.64916759,-1.785802791
alr1001,alr1001,646,1173275,1173921,12,12,1.083913805,13,13,1.273865402,1.175246036,2,2,0.174566212,-6.209184434,7,7,0.606961648,-1.785802791
alr7184,alr7184,646,181830,182476,12,12,1069.544645,11,11,869.7448042,-1.229722373,9,9,733.2572918,-1.458621219,1,1,88.98014693,-12.02003685
